id,market,email,first_name,last_name,city,created_at,acquisition_channel
cust-fr-000098,fr,cline.meunier.cust-fr-000098@example.test,Céline,Meunier,Sainte Émilenec,2024-07-02T16:50:20.184243Z,meta
cust-fr-000099,fr,laurent.potier.cust-fr-000099@example.test,Laurent,Potier,Sainte AntoinetteBourg,2024-07-04T13:19:41.435612Z,google
cust-fr-000100,fr,margot.merle.cust-fr-000100@example.test,Margot,Merle,Fernandez-sur-Mace,2024-07-05T15:16:44.028892Z,meta
cust-fr-000101,fr,lucas.sanchez.cust-fr-000101@example.test,Lucas,Sanchez,Marie,2024-07-06T07:59:55.589114Z,email
cust-fr-000102,fr,christine.pires.cust-fr-000102@example.test,Christine,Pires,Voisin,2024-07-06T14:20:42.971938Z,organic
cust-fr-000103,fr,adrien.cohen.cust-fr-000103@example.test,Adrien,Cohen,Saint Stéphaniedan,2024-07-07T04:13:05.083499Z,google
cust-fr-000104,fr,ric.ribeiro.cust-fr-000104@example.test,Éric,Ribeiro,Joly-sur-De Oliveira,2024-07-07T08:33:50.048186Z,meta
cust-fr-000105,fr,margot.bouvet.cust-fr-000105@example.test,Margot,Bouvet,Saint Noémidan,2024-07-07T17:48:58.159931Z,meta
cust-fr-000106,fr,alex.gilles.cust-fr-000106@example.test,Alex,Gilles,Weiss,2024-07-07T20:48:42.192335Z,organic
cust-fr-000107,fr,patrick.nol.cust-fr-000107@example.test,Patrick,Noël,Boucher,2024-07-11T17:16:07.520459Z,direct
cust-fr-000108,fr,anouk.boutin.cust-fr-000108@example.test,Anouk,Boutin,ThomasVille,2024-07-12T02:17:41.028648Z,meta
cust-fr-000109,fr,nathalie.grenier.cust-fr-000109@example.test,Nathalie,Grenier,Navarro-la-Forêt,2024-07-12T09:43:51.965025Z,meta
cust-fr-000110,fr,franoise.duhamel.cust-fr-000110@example.test,Françoise,Duhamel,Lambert,2024-07-12T20:57:48.424299Z,organic
cust-fr-000111,fr,lorraine.launay.cust-fr-000111@example.test,Lorraine,Launay,DavidVille,2024-07-14T10:40:14.484855Z,meta
cust-fr-000112,fr,alice.collet.cust-fr-000112@example.test,Alice,Collet,Lemaîtredan,2024-07-15T15:53:53.108086Z,google
cust-fr-000113,fr,julien.tienne.cust-fr-000113@example.test,Julien,Étienne,Neveu-les-Bains,2024-07-15T18:13:15.007796Z,google
cust-fr-000114,fr,paul.collin.cust-fr-000114@example.test,Paul,Collin,Ramos,2024-07-16T09:27:49.391808Z,meta
cust-fr-000115,fr,nicolas.hoarau.cust-fr-000115@example.test,Nicolas,Hoarau,Dos Santosboeuf,2024-07-17T19:15:30.934879Z,meta
cust-fr-000116,fr,lise.fournier.cust-fr-000116@example.test,Élise,Fournier,Maréchal-sur-Morvan,2024-07-19T07:31:19.290210Z,meta
cust-fr-000117,fr,michle.georges.cust-fr-000117@example.test,Michèle,Georges,De Sousa-sur-Mer,2024-07-19T08:18:42.864612Z,meta
cust-fr-000118,fr,clina.guilbert.cust-fr-000118@example.test,Célina,Guilbert,Sainte Gilbert-les-Bains,2024-07-19T09:06:26.463536Z,google
cust-fr-000119,fr,nicolas.ramos.cust-fr-000119@example.test,Nicolas,Ramos,Moreno,2024-07-19T13:16:04.088920Z,meta
cust-fr-000120,fr,virginie.rivire.cust-fr-000120@example.test,Virginie,Rivière,Roy,2024-07-22T08:02:46.206372Z,google
cust-fr-000121,fr,agathe.lematre.cust-fr-000121@example.test,Agathe,Lemaître,Jacques-la-Forêt,2024-07-23T06:01:28.523818Z,direct
cust-fr-000122,fr,franois.julien.cust-fr-000122@example.test,François,Julien,Andre,2024-07-25T09:20:23.404408Z,google
cust-fr-000123,fr,susan.gautier.cust-fr-000123@example.test,Susan,Gautier,Hernandez-sur-Mer,2024-07-30T05:44:37.137452Z,google
cust-fr-000124,fr,yves.petitjean.cust-fr-000124@example.test,Yves,Petitjean,Saint Bernard,2024-07-31T12:16:42.290605Z,meta
cust-fr-000125,fr,alice.buisson.cust-fr-000125@example.test,Alice,Buisson,Colin,2024-08-01T17:06:02.571757Z,meta
cust-fr-000126,fr,nol.pruvost.cust-fr-000126@example.test,Noël,Pruvost,Lopesnec,2024-08-01T17:33:53.237055Z,direct
cust-fr-000127,fr,lucas.regnier.cust-fr-000127@example.test,Lucas,Regnier,Saint Denise,2024-08-02T11:59:18.327990Z,meta
cust-fr-000128,fr,hugues.grondin.cust-fr-000128@example.test,Hugues,Grondin,Lucas-les-Bains,2024-08-05T02:58:33.544553Z,meta
cust-fr-000129,fr,isaac.wagner.cust-fr-000129@example.test,Isaac,Wagner,Saint Maurice,2024-08-11T07:02:17.589392Z,direct
cust-fr-000130,fr,genevive.rivire.cust-fr-000130@example.test,Geneviève,Rivière,Hardy,2024-08-14T18:34:12.173859Z,organic
cust-fr-000131,fr,milie.martel.cust-fr-000131@example.test,Émilie,Martel,Saint LéonBourg,2024-08-14T20:09:59.725122Z,direct
cust-fr-000132,fr,guy.gilbert.cust-fr-000132@example.test,Guy,Gilbert,Sainte HélèneBourg,2024-08-20T20:39:42.050139Z,email
cust-fr-000133,fr,aime.lemaire.cust-fr-000133@example.test,Aimée,Lemaire,Sainte Zacharie,2024-08-22T14:44:13.830390Z,meta
cust-fr-000134,fr,xavier.schmitt.cust-fr-000134@example.test,Xavier,Schmitt,Foucher,2024-08-22T14:52:33.173167Z,meta
cust-fr-000135,fr,pierre.da.silva.cust-fr-000135@example.test,Pierre,Da Silva,Germain,2024-08-25T08:21:10.119538Z,meta
cust-fr-000136,fr,daniel.langlois.cust-fr-000136@example.test,Daniel,Langlois,MoreauVille,2024-08-30T19:32:53.272863Z,google
cust-fr-000137,fr,arnaude.benard.cust-fr-000137@example.test,Arnaude,Benard,Thierry,2024-09-04T17:25:38.775389Z,google
cust-fr-000138,fr,caroline.humbert.cust-fr-000138@example.test,Caroline,Humbert,Guyon-les-Bains,2024-09-05T14:41:04.469016Z,meta
cust-fr-000139,fr,anouk.tanguy.cust-fr-000139@example.test,Anouk,Tanguy,Saint AlixVille,2024-09-05T18:24:06.937805Z,direct
cust-fr-000140,fr,susan.barre.cust-fr-000140@example.test,Susan,Barre,Leblanc-sur-Weiss,2024-09-13T12:06:45.622303Z,meta
cust-fr-000141,fr,suzanne.guichard.cust-fr-000141@example.test,Suzanne,Guichard,MarchandBourg,2024-09-14T12:11:40.970424Z,google
cust-fr-000142,fr,pierre.gauthier.cust-fr-000142@example.test,Pierre,Gauthier,Sainte Adèle,2024-09-14T18:11:12.762449Z,meta
cust-fr-000143,fr,hortense.lemoine.cust-fr-000143@example.test,Hortense,Lemoine,Evrard,2024-09-17T11:12:04.258416Z,google
cust-fr-000144,fr,josette.maillet.cust-fr-000144@example.test,Josette,Maillet,LabbéVille,2024-09-19T07:07:52.095173Z,meta
cust-fr-000145,fr,robert.cordier.cust-fr-000145@example.test,Robert,Cordier,Bouviernec,2024-09-20T15:45:13.750402Z,google
cust-fr-000146,fr,sophie.imbert.cust-fr-000146@example.test,Sophie,Imbert,LopezVille,2024-09-21T07:41:19.857427Z,google
cust-fr-000147,fr,caroline.valle.cust-fr-000147@example.test,Caroline,Vallée,Poirier-sur-Gilbert,2024-09-21T15:02:42.742990Z,direct
cust-fr-000148,fr,simone.marion.cust-fr-000148@example.test,Simone,Marion,Saint Alex,2024-09-24T16:57:51.542374Z,google
cust-fr-000149,fr,martine.collet.cust-fr-000149@example.test,Martine,Collet,RossiVille,2024-09-30T10:13:09.144051Z,google
cust-fr-000150,fr,rene.vaillant.cust-fr-000150@example.test,Renée,Vaillant,Sainte Dominique,2024-10-01T11:30:08.770996Z,meta
cust-fr-000151,fr,bernadette.monnier.cust-fr-000151@example.test,Bernadette,Monnier,Le Goff-la-Forêt,2024-10-02T06:14:35.999821Z,direct
cust-fr-000152,fr,gilbert.ledoux.cust-fr-000152@example.test,Gilbert,Ledoux,Traore,2024-10-02T11:43:11.947258Z,direct
cust-fr-000153,fr,anne.le.roux.cust-fr-000153@example.test,Anne,Le Roux,BesnardVille,2024-10-07T13:45:39.805768Z,email
cust-fr-000154,fr,caroline.faure.cust-fr-000154@example.test,Caroline,Faure,SamsonBourg,2024-10-10T12:40:12.147506Z,organic
cust-fr-000155,fr,thomas.marques.cust-fr-000155@example.test,Thomas,Marques,Sainte GilbertVille,2024-10-11T18:49:08.997680Z,google
cust-fr-000156,fr,lucy.auger.cust-fr-000156@example.test,Lucy,Auger,Brianddan,2024-10-12T18:14:38.758132Z,meta
cust-fr-000157,fr,josette.lefort.cust-fr-000157@example.test,Josette,Lefort,Richard,2024-10-13T11:43:40.747960Z,meta
cust-fr-000158,fr,monique.bouchet.cust-fr-000158@example.test,Monique,Bouchet,Mahe,2024-10-16T07:11:13.011387Z,direct
cust-fr-000159,fr,bertrand.gonzalez.cust-fr-000159@example.test,Bertrand,Gonzalez,Robinboeuf,2024-10-17T17:26:48.470794Z,organic
cust-fr-000160,fr,patrick.le.gall.cust-fr-000160@example.test,Patrick,Le Gall,Hernandeznec,2024-10-25T17:24:41.881707Z,meta
cust-fr-000161,fr,pierre.rolland.cust-fr-000161@example.test,Pierre,Rolland,Lenoir,2024-10-27T05:36:12.061991Z,meta
cust-fr-000162,fr,martin.dupuis.cust-fr-000162@example.test,Martin,Dupuis,Bertin-sur-Chevalier,2024-10-27T09:16:33.032751Z,direct
cust-fr-000163,fr,amlie.daniel.cust-fr-000163@example.test,Amélie,Daniel,PasquierVille,2024-10-27T11:36:34.729929Z,meta
cust-fr-000164,fr,lucy.bodin.cust-fr-000164@example.test,Lucy,Bodin,Pinto-sur-Philippe,2024-10-29T07:45:22.267249Z,meta
cust-fr-000165,fr,christelle.gay.cust-fr-000165@example.test,Christelle,Gay,Delmas,2024-11-01T16:22:38.023493Z,google
cust-fr-000166,fr,camille.breton.cust-fr-000166@example.test,Camille,Breton,Briand,2024-11-02T18:18:49.334248Z,meta
cust-fr-000167,fr,pierre.leclercq.cust-fr-000167@example.test,Pierre,Leclercq,Delahaye,2024-11-06T09:42:20.361797Z,google
cust-fr-000168,fr,marguerite.roy.cust-fr-000168@example.test,Marguerite,Roy,Mahe-sur-Le Goff,2024-11-07T08:42:54.131360Z,google
cust-fr-000169,fr,denise.poirier.cust-fr-000169@example.test,Denise,Poirier,Bigot-la-Forêt,2024-11-07T12:22:34.890238Z,organic
cust-fr-000170,fr,sylvie.de.sousa.cust-fr-000170@example.test,Sylvie,De Sousa,Lefort-la-Forêt,2024-11-13T13:15:03.322824Z,google
cust-fr-000171,fr,rene.legendre.cust-fr-000171@example.test,Renée,Legendre,Louis,2024-11-13T14:20:32.944735Z,organic
cust-fr-000172,fr,benot.boulay.cust-fr-000172@example.test,Benoît,Boulay,Saint Aurore,2024-11-16T16:05:26.238629Z,email
cust-fr-000173,fr,charlotte.mallet.cust-fr-000173@example.test,Charlotte,Mallet,Rolland-sur-Ribeiro,2024-11-20T13:00:33.493441Z,direct
cust-fr-000174,fr,matthieu.evrard.cust-fr-000174@example.test,Matthieu,Evrard,Bouchernec,2024-11-21T12:09:03.472707Z,google
cust-fr-000175,fr,marguerite.potier.cust-fr-000175@example.test,Marguerite,Potier,Merle,2024-11-21T12:23:57.566695Z,google
cust-fr-000176,fr,patrick.barthelemy.cust-fr-000176@example.test,Patrick,Barthelemy,Guillou,2024-11-21T18:14:10.402916Z,google
cust-fr-000177,fr,lucy.muller.cust-fr-000177@example.test,Lucy,Muller,Riou,2024-11-23T19:27:31.775619Z,meta
cust-fr-000178,fr,christiane.legrand.cust-fr-000178@example.test,Christiane,Legrand,Nicolas-sur-Mer,2024-11-28T10:22:58.589386Z,meta
cust-fr-000179,fr,christiane.mends.cust-fr-000179@example.test,Christiane,Mendès,Delmas,2024-11-28T18:33:28.586848Z,organic
cust-fr-000180,fr,maurice.aubry.cust-fr-000180@example.test,Maurice,Aubry,Martin,2024-11-29T18:52:40.064085Z,meta
cust-fr-000181,fr,lucas.morvan.cust-fr-000181@example.test,Lucas,Morvan,Rossiboeuf,2024-11-29T20:49:21.304608Z,meta
cust-fr-000182,fr,tristan.toussaint.cust-fr-000182@example.test,Tristan,Toussaint,Martineznec,2024-12-03T10:07:56.907655Z,meta
cust-fr-000183,fr,michelle.martineau.cust-fr-000183@example.test,Michelle,Martineau,Fouquet,2024-12-04T09:28:59.452458Z,direct
cust-fr-000184,fr,henriette.paris.cust-fr-000184@example.test,Henriette,Paris,LopezBourg,2024-12-05T16:35:43.585635Z,google
cust-fr-000185,fr,thrse.rodrigues.cust-fr-000185@example.test,Thérèse,Rodrigues,Maillard-sur-Wagner,2024-12-06T04:55:00.420804Z,meta
cust-fr-000186,fr,alexandrie.baudry.cust-fr-000186@example.test,Alexandrie,Baudry,Blanchet,2024-12-07T10:32:21.545067Z,meta
cust-fr-000187,fr,madeleine.hamel.cust-fr-000187@example.test,Madeleine,Hamel,Rémyboeuf,2024-12-07T19:05:00.740499Z,direct
cust-fr-000188,fr,patricia.simon.cust-fr-000188@example.test,Patricia,Simon,Lejeune,2024-12-14T19:23:30.118600Z,google
cust-fr-000189,fr,bernard.bouchet.cust-fr-000189@example.test,Bernard,Bouchet,JourdanBourg,2024-12-20T15:53:28.378411Z,meta
cust-fr-000190,fr,henriette.dias.cust-fr-000190@example.test,Henriette,Dias,LemoineVille,2024-12-23T09:29:58.985408Z,meta
cust-fr-000191,fr,genevive.leblanc.cust-fr-000191@example.test,Geneviève,Leblanc,Leleu,2024-12-27T09:48:47.339911Z,google
cust-fr-000192,fr,honor.delaunay.cust-fr-000192@example.test,Honoré,Delaunay,Dufour-la-Forêt,2024-12-27T19:38:26.600303Z,organic
cust-fr-000193,fr,bernadette.rey.cust-fr-000193@example.test,Bernadette,Rey,Ledoux-sur-Guyon,2024-12-29T19:41:40.051359Z,email
cust-fr-000194,fr,martine.durand.cust-fr-000194@example.test,Martine,Durand,De Oliveira,2024-12-31T19:01:55.346065Z,google
